Date,spx_Close,spx_Adj Close,vix_3m_Close,vix_6m_Close,vix_9d_Close,vix_cur_Close,total_users_holding,avg_users_holding_ln_ret,avg_users_holding_pct_chg
1/9/2014,1838.130005,1838.130005,14.29,16.12,11.75,12.89,,,
1/10/2014,1842.369995,1842.369995,13.94,15.7,9.97,12.14,,,
1/13/2014,1819.199951,1819.199951,14.98,16.42,13.09,13.28,,,
1/14/2014,1838.880005,1838.880005,14.49,16.14,11.31,12.28,,,
1/15/2014,1848.380005,1848.380005,14.46,16.1,10.64,12.28,,,
1/16/2014,1845.890015,1845.890015,14.69,16.35,11.09,12.53,,,
1/17/2014,1838.699951,1838.699951,14.63,16.34,11.46,12.44,,,
1/21/2014,1843.800049,1843.800049,14.62,16.22,12.46,12.87,,,
1/22/2014,1844.859985,1844.859985,14.47,16.14,12.3,12.84,,,
1/23/2014,1828.459961,1828.459961,14.98,16.37,14.21,13.77,,,
1/24/2014,1790.290039,1790.290039,17.4,18.18,20.84,18.14,,,
1/27/2014,1781.560059,1781.560059,17.13,18,19.04,17.42,,,
1/28/2014,1792.5,1792.5,16.2,17.28,17.29,15.8,,,
1/29/2014,1774.199951,1774.199951,17.24,18,19.4,17.35,,,
1/30/2014,1794.189941,1794.189941,17.37,18.03,17.95,17.29,,,
1/31/2014,1782.589966,1782.589966,18.09,18.63,19.32,18.41,,,
2/3/2014,1741.890015,1741.890015,20.14,20.14,23.95,21.44,,,
2/4/2014,1755.199951,1755.199951,19.08,19.53,20.37,19.11,,,
2/5/2014,1751.640015,1751.640015,19.67,20.04,21.3,19.95,,,
2/6/2014,1773.430054,1773.430054,17.79,18.69,18.67,17.23,,,
2/7/2014,1797.02002,1797.02002,16.34,17.55,14.51,15.29,,,
2/10/2014,1799.839966,1799.839966,16.32,17.44,14.22,15.26,,,
2/11/2014,1819.75,1819.75,15.75,17.02,13.04,14.51,,,
2/12/2014,1819.26001,1819.26001,15.65,16.95,12.67,14.3,,,
2/13/2014,1829.829956,1829.829956,15.5,16.85,12.06,14.14,,,
2/14/2014,1838.630005,1838.630005,15.17,16.55,10.84,13.57,,,
2/18/2014,1840.76001,1840.76001,15.22,16.54,12.18,13.87,,,
2/19/2014,1828.75,1828.75,16.29,17.24,13.9,15.5,,,
2/20/2014,1839.780029,1839.780029,15.72,16.84,13.25,14.79,,,
