Date,spx_Close,spx_Adj Close,vix_3m_Close,vix_6m_Close,vix_9d_Close,vix_cur_Close,total_users_holding,avg_users_holding_ln_ret,avg_users_holding_pct_chg
4/27/2015,2108.919922,2108.919922,15.93,17.83,12.72,13.12,,,
4/28/2015,2114.76001,2114.76001,15.31,17.4,11.87,12.41,,,
4/29/2015,2106.850098,2106.850098,15.97,17.78,13.26,13.39,,,
4/30/2015,2085.51001,2085.51001,16.48,18.3,15.06,14.55,,,
5/1/2015,2108.290039,2108.290039,15.38,17.52,11.77,12.7,,,
5/4/2015,2114.48999,2114.48999,15.43,17.55,12.01,12.85,,,
5/5/2015,2089.459961,2089.459961,16.32,18.15,14.64,14.31,,,
5/6/2015,2080.149902,2080.149902,16.72,18.48,16.05,15.15,,,
5/7/2015,2088,2088,16.74,18.37,15.59,15.13,,,
5/8/2015,2116.100098,2116.100098,15.56,17.58,11.32,12.86,,,
5/11/2015,2105.330078,2105.330078,16.1,17.98,13.41,13.85,,,
5/12/2015,2099.120117,2099.120117,16.4,18.01,13.82,13.86,,,
5/13/2015,2098.47998,2098.47998,16.29,17.89,13.49,13.76,,,
5/14/2015,2121.100098,2121.100098,15.91,17.58,11.59,12.74,,,
5/15/2015,2122.72998,2122.72998,15.57,17.41,10.77,12.38,,,
5/18/2015,2129.199951,2129.199951,15.23,17.21,11.01,12.73,,,
5/19/2015,2127.830078,2127.830078,15.28,17.05,11.15,12.85,,,
5/20/2015,2125.850098,2125.850098,15.15,16.99,10.48,12.88,,,
5/21/2015,2130.820068,2130.820068,14.61,16.65,9.95,12.11,,,
5/22/2015,2126.060059,2126.060059,14.48,16.72,9.6,12.13,,,
5/26/2015,2104.199951,2104.199951,15.48,17.35,13.32,14.06,,,
5/27/2015,2123.47998,2123.47998,14.99,16.92,11.93,13.27,,,
5/28/2015,2120.790039,2120.790039,15.01,17.03,12.23,13.31,,,
5/29/2015,2107.389893,2107.389893,15.38,17.33,13.67,13.84,,,
6/1/2015,2111.72998,2111.72998,15.41,17.31,13.85,13.97,,,
6/2/2015,2109.600098,2109.600098,15.71,17.49,13.99,14.24,,,
6/3/2015,2114.070068,2114.070068,15.36,17.27,12.7,13.66,,,
6/4/2015,2095.840088,2095.840088,16.28,17.85,15.02,14.71,,,
6/5/2015,2092.830078,2092.830078,15.96,17.75,13.7,14.21,,,
6/8/2015,2079.280029,2079.280029,16.6,18.16,15.89,15.29,,,
6/9/2015,2080.149902,2080.149902,16.25,17.96,15.05,14.47,,,
6/10/2015,2105.199951,2105.199951,15.33,17.04,13.32,13.22,,,
6/11/2015,2108.860107,2108.860107,15.1,16.82,12.38,12.85,,,
6/12/2015,2094.110107,2094.110107,15.61,17.15,14.16,13.78,,,
6/15/2015,2084.429932,2084.429932,16.62,18.02,16.68,15.39,,,
6/16/2015,2096.290039,2096.290039,16.2,17.79,16.29,14.81,,,
6/17/2015,2100.439941,2100.439941,16.22,17.72,15.22,14.5,,,
6/18/2015,2121.23999,2121.23999,15.44,17.19,13.11,13.19,,,
6/19/2015,2109.98999,2109.98999,15.91,17.61,14.32,13.96,,,
6/22/2015,2122.850098,2122.850098,14.99,16.89,13.15,12.74,,,
6/23/2015,2124.199951,2124.199951,14.54,16.51,12.17,12.11,,,
6/24/2015,2108.580078,2108.580078,15.18,16.91,14.81,13.26,,,
6/25/2015,2102.310059,2102.310059,15.52,16.97,15.13,14.01,,,
6/26/2015,2101.48999,2101.48999,15.46,16.86,15.49,14.02,,,
6/29/2015,2057.639893,2057.639893,18.72,19.08,22.56,18.85,,,
6/30/2015,2063.110107,2063.110107,18.47,18.95,20.93,18.23,,,
7/1/2015,2077.419922,2077.419922,16.79,17.75,17.23,16.09,,,
7/2/2015,2076.780029,2076.780029,17.68,18.34,17.97,16.79,,,
7/6/2015,2068.76001,2068.76001,18.04,18.51,16.65,17.01,,,
7/7/2015,2081.340088,2081.340088,17.02,17.84,15.91,16.09,,,
7/8/2015,2046.680054,2046.680054,19.25,19.39,20.96,19.66,,,
7/9/2015,2051.310059,2051.310059,19.78,19.75,22.06,19.97,,,
7/10/2015,2076.620117,2076.620117,17.73,18.62,17.24,16.83,,,
7/13/2015,2099.600098,2099.600098,15.94,17.01,13.32,13.9,,,
7/14/2015,2108.949951,2108.949951,15.46,16.83,12.18,13.37,,,
7/15/2015,2107.399902,2107.399902,15.6,16.84,12.4,13.23,,,
7/16/2015,2124.290039,2124.290039,14.73,16.38,10.35,12.11,,,
7/17/2015,2126.639893,2126.639893,14.61,16.13,9.72,11.95,,,
7/20/2015,2128.280029,2128.280029,14.85,16.25,11.1,12.25,,,
7/21/2015,2119.209961,2119.209961,14.75,16.4,11.32,12.22,,,
7/22/2015,2114.149902,2114.149902,14.81,16.36,11.2,12.12,,,
7/23/2015,2102.149902,2102.149902,14.92,16.59,11.91,12.64,,,
7/24/2015,2079.649902,2079.649902,15.65,17.12,13.05,13.74,,,
7/27/2015,2067.639893,2067.639893,16.78,17.78,16.61,15.6,,,
7/28/2015,2093.25,2093.25,15.43,16.8,13.62,13.44,,,
7/29/2015,2108.570068,2108.570068,14.92,16.52,12.18,12.5,,,
7/30/2015,2108.629883,2108.629883,14.71,16.37,11.06,12.13,,,
7/31/2015,2103.840088,2103.840088,14.9,16.45,10.67,12.12,,,
8/3/2015,2098.040039,2098.040039,14.84,16.37,12.12,12.56,,,
8/4/2015,2093.320068,2093.320068,15.13,16.61,12.42,13,,,
8/5/2015,2099.840088,2099.840088,14.88,16.46,11.51,12.51,,,
8/6/2015,2083.560059,2083.560059,15.55,16.9,13.66,13.77,,,
8/7/2015,2077.570068,2077.570068,15.42,16.79,13.04,13.39,,,
8/10/2015,2104.179932,2104.179932,14.99,16.49,11.44,12.23,,,
8/11/2015,2084.070068,2084.070068,15.94,17.15,14.13,13.71,,,
8/12/2015,2086.050049,2086.050049,15.87,17.14,14.27,13.61,,,
8/13/2015,2083.389893,2083.389893,15.75,17.09,13.63,13.49,,,
8/14/2015,2091.540039,2091.540039,15.51,16.96,11.77,12.83,,,
8/17/2015,2102.439941,2102.439941,15.21,16.71,11.29,13.02,,,
8/18/2015,2096.919922,2096.919922,15.61,17.03,12.14,13.79,,,
8/19/2015,2079.610107,2079.610107,16.5,17.56,14.34,15.25,,,
8/20/2015,2035.72998,2035.72998,18.83,19.1,20.88,19.14,,,
8/21/2015,1970.890015,1970.890015,23.47,22.33,38.96,28.03,,,
8/24/2015,1893.209961,1893.209961,31.14,27.36,54.61,40.74,,,
8/25/2015,1867.609985,1867.609985,29.58,26.89,44.92,36.02,,,
8/26/2015,1940.51001,1940.51001,25.65,24.37,37.88,30.32,,,
8/27/2015,1987.660034,1987.660034,24.86,23.38,28.89,26.1,,,
8/28/2015,1988.869995,1988.869995,25.34,24,27.11,26.05,,,
8/31/2015,1972.180054,1972.180054,26.53,25.45,28.26,28.43,,,
9/1/2015,1913.849976,1913.849976,29.53,27.39,31.21,31.4,,,
9/2/2015,1948.859985,1948.859985,26.19,25.31,24.26,26.09,,,
9/3/2015,1951.130005,1951.130005,26.2,25.44,23.99,25.61,,,
9/4/2015,1921.219971,1921.219971,28.07,26.25,26.88,27.8,,,
9/8/2015,1969.410034,1969.410034,25.69,25.02,24.42,24.9,,,
9/9/2015,1942.040039,1942.040039,26.31,26.04,27.9,26.23,,,
9/10/2015,1952.290039,1952.290039,25.65,24.71,26.11,24.37,,,
9/11/2015,1961.050049,1961.050049,24.68,24.87,23.43,23.2,,,
9/14/2015,1953.030029,1953.030029,23.7,24.27,25.52,24.25,,,
9/15/2015,1978.089966,1978.089966,23.12,22.84,24.62,22.54,,,
9/16/2015,1995.310059,1995.310059,22.33,21.57,23.75,21.35,,,
9/17/2015,1990.199951,1990.199951,21.14,21.44,22.25,21.14,,,
9/18/2015,1958.030029,1958.030029,23.2,22.9,21.78,22.28,,,
9/21/2015,1966.969971,1966.969971,21.59,21.85,19.61,20.14,,,
9/22/2015,1942.73999,1942.73999,23.28,23.14,23.45,22.44,,,
9/23/2015,1938.76001,1938.76001,22.88,22.79,22.46,22.13,,,
9/24/2015,1932.23999,1932.23999,23.46,23.2,24.22,23.47,,,
9/25/2015,1931.339966,1931.339966,24.4,23.55,22.89,23.62,,,
9/28/2015,1881.77002,1881.77002,26.38,25.33,30.26,27.63,,,
9/29/2015,1884.089966,1884.089966,26,24.96,28.56,26.83,,,
9/30/2015,1920.030029,1920.030029,24.75,24.09,25.7,24.5,,,
10/1/2015,1923.819946,1923.819946,23.83,23.6,21.93,22.55,,,
10/2/2015,1951.359985,1951.359985,22.6,23.05,19.35,20.94,,,
10/5/2015,1987.050049,1987.050049,21.33,21.99,19.02,19.54,,,
10/6/2015,1979.920044,1979.920044,21.59,22.06,18.19,19.4,,,
10/7/2015,1995.829956,1995.829956,20.71,21.41,16.39,18.4,,,
10/8/2015,2013.430054,2013.430054,20.09,21.08,15.47,17.42,,,
10/9/2015,2014.890015,2014.890015,19.85,20.52,14.27,17.08,,,
10/12/2015,2017.459961,2017.459961,19.26,20.1,14.73,16.17,,,
10/13/2015,2003.689941,2003.689941,20.5,21.1,16.53,17.67,,,
10/14/2015,1994.23999,1994.23999,20.81,21.34,16.9,18.03,,,
10/15/2015,2023.859985,2023.859985,19.43,19.86,13.85,16.05,,,
10/16/2015,2033.109985,2033.109985,18.67,19.94,12.89,15.05,,,
10/19/2015,2033.660034,2033.660034,17.86,19.4,13.87,14.98,,,
10/20/2015,2030.77002,2030.77002,18.6,19.89,15.01,15.75,,,
10/21/2015,2018.939941,2018.939941,19.46,20.86,16.67,16.7,,,
10/22/2015,2052.51001,2052.51001,17.16,19.1,13.1,14.45,,,
10/23/2015,2075.149902,2075.149902,17.48,19.21,13.15,14.46,,,
10/26/2015,2071.179932,2071.179932,17.99,19.76,15.2,15.29,,,
10/27/2015,2065.889893,2065.889893,18.14,19.68,16.31,15.43,,,
10/28/2015,2090.350098,2090.350098,17.49,19.23,14.57,14.33,,,
10/29/2015,2089.409912,2089.409912,17.81,19.53,14.54,14.61,,,
10/30/2015,2079.360107,2079.360107,18.4,19.84,14.31,15.07,,,
11/2/2015,2104.050049,2104.050049,17.42,19.18,13.68,14.15,,,
11/3/2015,2109.790039,2109.790039,17.47,19.19,13.81,14.54,,,
11/4/2015,2102.310059,2102.310059,18.31,19.66,14.76,15.51,,,
11/5/2015,2099.929932,2099.929932,17.81,19.48,14.22,15.05,,,
11/6/2015,2099.199951,2099.199951,17.45,19.13,12.6,14.33,,,
11/9/2015,2078.580078,2078.580078,18.85,19.98,16.39,16.52,,,
11/10/2015,2081.719971,2081.719971,18.02,19.68,14.29,15.29,,,
11/11/2015,2075,2075,18.45,19.73,15.6,16.06,,,
11/12/2015,2045.969971,2045.969971,20.17,21,18.39,18.37,,,
11/13/2015,2023.040039,2023.040039,21.58,22.3,20.43,20.08,,,
11/16/2015,2053.189941,2053.189941,19.98,21.05,16.81,18.16,,,
11/17/2015,2050.439941,2050.439941,20.43,21.01,17.02,18.84,,,
11/18/2015,2083.580078,2083.580078,19.22,20.17,13.33,16.85,,,
11/19/2015,2081.23999,2081.23999,19.64,20.65,13.62,16.99,,,
11/20/2015,2089.169922,2089.169922,18.94,20.77,12.4,15.47,,,
11/23/2015,2086.590088,2086.590088,18.63,20.11,14.07,15.62,,,
11/24/2015,2089.139893,2089.139893,18.71,20.3,14.54,15.93,,,
11/25/2015,2088.870117,2088.870117,18.19,19.93,14.35,15.19,,,
11/27/2015,2090.110107,2090.110107,17.35,19.51,14.21,15.12,,,
11/30/2015,2080.409912,2080.409912,18.49,20.11,16.6,16.13,,,
12/1/2015,2102.629883,2102.629883,17.58,19.79,13.99,14.67,,,
12/2/2015,2079.51001,2079.51001,18.33,19.97,15.97,15.91,,,
12/3/2015,2049.620117,2049.620117,20.11,21.28,18.71,18.11,,,
12/4/2015,2091.689941,2091.689941,18.17,19.65,13.65,14.81,,,
12/7/2015,2077.070068,2077.070068,18.65,19.95,16,15.84,,,
12/8/2015,2063.590088,2063.590088,20.06,20.8,18.81,17.6,,,
12/9/2015,2047.619995,2047.619995,21.05,21.56,22.07,19.61,,,
12/10/2015,2052.22998,2052.22998,20.76,21.74,20.42,19.34,,,
12/11/2015,2012.369995,2012.369995,24.38,24.59,28,24.39,,,
12/14/2015,2021.939941,2021.939941,23.3,23.4,25.78,22.73,,,
12/15/2015,2043.410034,2043.410034,21.86,22.45,23.05,20.95,,,
12/16/2015,2073.070068,2073.070068,19.57,20.73,18.81,17.86,,,
12/17/2015,2041.890015,2041.890015,20.37,21.47,18.88,18.94,,,
12/18/2015,2005.550049,2005.550049,21.26,22.51,19.38,20.7,,,
12/21/2015,2021.150024,2021.150024,21.11,21.87,17.55,18.7,,,
12/22/2015,2038.969971,2038.969971,19.84,20.98,15.06,16.6,,,
12/23/2015,2064.290039,2064.290039,19.33,20.61,13.64,15.57,,,
12/24/2015,2060.98999,2060.98999,19.69,20.75,13.47,15.74,,,
12/28/2015,2056.5,2056.5,19.68,20.65,15.79,16.91,,,
12/29/2015,2078.360107,2078.360107,19.1,20.23,14.74,16.08,,,
12/30/2015,2063.360107,2063.360107,19.59,20.38,15.96,17.29,,,
12/31/2015,2043.939941,2043.939941,19.8,20.59,17.52,18.21,,,
1/4/2016,2012.660034,2012.660034,22.01,22.13,21.93,20.7,,,
1/5/2016,2016.709961,2016.709961,20.52,21.21,19.37,19.34,,,
1/6/2016,1990.26001,1990.26001,21.27,22.14,20.6,20.59,,,
1/7/2016,1943.089966,1943.089966,24.62,24.2,26.19,24.99,,,
1/8/2016,1922.030029,1922.030029,26.23,25.49,27.98,27.01,,,
1/11/2016,1923.670044,1923.670044,24.73,24.53,24.21,24.3,,,
1/12/2016,1938.680054,1938.680054,22.53,23.4,22.3,22.47,,,
1/13/2016,1890.280029,1890.280029,24.89,24.82,25.57,25.22,,,
1/14/2016,1921.839966,1921.839966,23.53,24.09,24.63,23.95,,,
1/15/2016,1880.329956,1880.329956,26.88,26.19,29.6,27.02,,,
1/19/2016,1881.329956,1881.329956,26.44,25.64,30.43,26.05,,,
1/20/2016,1859.329956,1859.329956,27.81,26.8,32.85,27.59,,,
1/21/2016,1868.98999,1868.98999,26.71,26.54,29.99,26.69,,,
1/22/2016,1906.900024,1906.900024,24.28,24.58,22.59,22.34,,,
1/25/2016,1877.079956,1877.079956,25.25,25.45,26.04,24.15,,,
1/26/2016,1903.630005,1903.630005,23.29,24.34,24.25,22.5,,,
1/27/2016,1882.949951,1882.949951,24.47,25.05,24.51,23.11,,,
1/28/2016,1893.359985,1893.359985,24.02,24.61,23.4,22.42,,,
1/29/2016,1940.23999,1940.23999,22.66,22.82,19.37,20.2,,,
2/1/2016,1939.380005,1939.380005,22.01,22.42,19.68,19.98,,,
2/2/2016,1903.030029,1903.030029,23.41,23.71,22.19,21.98,,,
2/3/2016,1912.530029,1912.530029,23.2,23.64,22.35,21.65,,,
2/4/2016,1915.449951,1915.449951,23.66,24.18,21.75,21.84,,,
2/5/2016,1880.050049,1880.050049,24.48,25.03,22.96,23.38,,,
2/8/2016,1853.439941,1853.439941,25.98,26.29,26.4,26,,,
2/9/2016,1852.209961,1852.209961,26.8,26.65,26.84,26.54,,,
2/10/2016,1851.859985,1851.859985,26.72,26.65,25.53,26.29,,,
2/11/2016,1829.079956,1829.079956,27.72,27.85,27.36,28.14,,,
2/12/2016,1864.780029,1864.780029,26.23,26.96,22.71,25.4,,,
2/16/2016,1895.579956,1895.579956,25.01,25.97,21.81,24.11,,,
2/17/2016,1926.819946,1926.819946,23.55,24.77,20.27,22.31,,,
2/18/2016,1917.829956,1917.829956,23.2,24.46,19.53,21.64,,,
2/19/2016,1917.780029,1917.780029,22.8,24.11,18.22,20.53,,,
2/22/2016,1945.5,1945.5,21.62,23.25,18.39,19.38,,,
2/23/2016,1921.27002,1921.27002,22.44,24.01,20.69,20.98,,,
2/24/2016,1929.800049,1929.800049,22.34,23.62,20.72,20.72,,,
2/25/2016,1951.699951,1951.699951,21.24,22.84,17.79,19.11,,,
2/26/2016,1948.050049,1948.050049,21.86,23.11,18.56,19.81,,,
2/29/2016,1932.22998,1932.22998,22.39,23.57,20.36,20.55,,,
3/1/2016,1978.349976,1978.349976,20.28,21.99,17.04,17.7,,,
3/2/2016,1986.449951,1986.449951,19.92,21.5,15.78,17.09,,,
3/3/2016,1993.400024,1993.400024,19.49,21.11,15.91,16.7,,,
3/4/2016,1999.98999,1999.98999,19.63,21.17,15.86,16.86,,,
3/7/2016,2001.76001,2001.76001,19.9,21.54,17.66,17.35,,,
3/8/2016,1979.26001,1979.26001,21.04,22.45,19.17,18.67,,,
3/9/2016,1989.26001,1989.26001,20.75,22.17,18.79,18.34,,,
3/10/2016,1989.569946,1989.569946,20.71,22.08,17.66,18.05,,,
3/11/2016,2022.189941,2022.189941,19.47,21.3,15.2,16.5,,,
3/14/2016,2019.640015,2019.640015,19.42,21.06,15.99,16.92,,,
3/15/2016,2015.930054,2015.930054,19.33,20.91,16.46,16.84,,,
3/16/2016,2027.219971,2027.219971,18.48,20.19,14.07,14.99,,,
3/17/2016,2040.589966,2040.589966,18.14,19.83,13.05,14.44,,,
3/18/2016,2049.580078,2049.580078,17.93,19.78,12.47,14.02,,,
3/21/2016,2051.600098,2051.600098,17.59,19.49,12.77,13.79,,,
3/22/2016,2049.800049,2049.800049,17.75,19.59,13.14,14.17,,,
3/23/2016,2036.709961,2036.709961,18.3,20.13,13.36,14.94,,,
3/24/2016,2035.939941,2035.939941,18.27,20.06,12.35,14.74,,,
3/28/2016,2037.050049,2037.050049,18.3,20.06,14.07,15.24,,,
3/29/2016,2055.01001,2055.01001,17.24,19.18,12.17,13.82,,,
3/30/2016,2063.949951,2063.949951,16.92,18.93,11.87,13.56,,,
3/31/2016,2059.73999,2059.73999,17.08,19.03,12.25,13.95,,,
4/1/2016,2072.780029,2072.780029,16.5,18.58,10.92,13.1,,,
4/4/2016,2066.129883,2066.129883,17.23,19.14,12.5,14.12,,,
4/5/2016,2045.170044,2045.170044,18.38,20.06,13.96,15.42,,,
4/6/2016,2066.659912,2066.659912,17.28,19.25,12.56,14.09,,,
4/7/2016,2041.910034,2041.910034,18.86,20.61,15.2,16.16,,,
4/8/2016,2047.599976,2047.599976,18.32,20.26,13.59,15.36,,,
4/11/2016,2041.98999,2041.98999,18.89,20.74,15.59,16.26,,,
4/12/2016,2061.719971,2061.719971,17.97,19.94,13.71,14.85,,,
4/13/2016,2082.419922,2082.419922,17.26,19.39,12.45,13.84,,,
4/14/2016,2082.780029,2082.780029,17.24,19.4,12.32,13.72,,,
4/15/2016,2080.72998,2080.72998,17.16,19.3,12.2,13.62,,,
4/18/2016,2094.340088,2094.340088,16.51,18.75,12.86,13.35,,,
4/19/2016,2100.800049,2100.800049,16.47,18.59,12.86,13.24,,,
4/20/2016,2102.399902,2102.399902,16.6,18.74,12.8,13.28,,,
4/21/2016,2091.47998,2091.47998,17.14,19.28,13.18,13.95,,,
4/22/2016,2091.580078,2091.580078,16.64,19.02,11.93,13.22,,,
4/25/2016,2087.790039,2087.790039,17.22,19.31,13.62,14.08,,,
4/26/2016,2091.699951,2091.699951,16.92,19.11,13.5,13.96,,,
4/27/2016,2095.149902,2095.149902,16.77,19.01,12.81,13.77,,,
4/28/2016,2075.810059,2075.810059,17.78,19.75,14.55,15.22,,,
4/29/2016,2065.300049,2065.300049,18.45,20.28,14.79,15.7,,,
5/2/2016,2081.429932,2081.429932,17.78,19.82,13.77,14.68,,,
5/3/2016,2063.370117,2063.370117,18.57,20.47,15.17,15.6,,,
5/4/2016,2051.120117,2051.120117,18.91,20.76,15.47,16.05,,,
5/5/2016,2050.629883,2050.629883,18.92,20.83,15.37,15.91,,,
5/6/2016,2057.139893,2057.139893,18.27,20.4,13.38,14.72,,,
5/9/2016,2058.689941,2058.689941,18.05,20.18,13.86,14.57,,,
5/10/2016,2084.389893,2084.389893,17.18,19.53,12.8,13.63,,,
5/11/2016,2064.459961,2064.459961,18.02,20.11,13.75,14.69,,,
5/12/2016,2064.110107,2064.110107,17.75,19.9,13.46,14.41,,,
5/13/2016,2046.609985,2046.609985,18.25,20.25,14.15,15.04,,,
5/16/2016,2066.659912,2066.659912,17.7,19.87,13.59,14.68,,,
5/17/2016,2047.209961,2047.209961,18.43,20.41,15.11,15.57,,,
5/18/2016,2047.630005,2047.630005,18.54,20.47,15.34,15.95,,,
5/19/2016,2040.040039,2040.040039,18.77,20.75,15.28,16.33,,,
5/20/2016,2052.320068,2052.320068,18.05,20.32,12.73,15.2,,,
5/23/2016,2048.040039,2048.040039,18.15,20.35,13.6,15.82,,,
5/24/2016,2076.060059,2076.060059,17.08,19.37,11.91,14.42,,,
5/25/2016,2090.540039,2090.540039,16.77,19.09,11.41,13.9,,,
5/26/2016,2090.100098,2090.100098,16.56,18.94,10.46,13.43,,,
5/27/2016,2099.060059,2099.060059,16.31,18.72,9.77,13.12,,,
5/31/2016,2096.949951,2096.949951,16.63,19.03,11.85,14.19,,,
6/1/2016,2099.330078,2099.330078,16.7,18.98,11.61,14.2,,,
6/2/2016,2105.26001,2105.26001,16.37,18.77,11.01,13.63,,,
6/3/2016,2099.129883,2099.129883,16.49,19.01,10.11,13.47,,,
6/6/2016,2109.409912,2109.409912,16.44,18.87,11.26,13.65,,,
6/7/2016,2112.129883,2112.129883,16.63,19.03,11.56,14.05,,,
6/8/2016,2119.120117,2119.120117,16.79,19.04,10.89,14.08,,,
6/9/2016,2115.47998,2115.47998,17.32,19.53,12.23,14.64,,,
6/10/2016,2096.070068,2096.070068,18.94,20.74,15.83,17.03,,,
6/13/2016,2079.060059,2079.060059,21.87,22.94,22.94,20.97,,,
6/14/2016,2075.320068,2075.320068,21.94,22.62,23.35,20.5,,,
6/15/2016,2071.5,2071.5,21.81,22.32,22.6,20.14,,,
6/16/2016,2077.98999,2077.98999,21.16,21.8,21.89,19.37,,,
6/17/2016,2071.219971,2071.219971,21.31,22.08,22,19.41,,,
6/20/2016,2083.25,2083.25,19.81,20.87,22.21,18.37,,,
6/21/2016,2088.899902,2088.899902,19.69,20.76,22.47,18.48,,,
6/22/2016,2085.449951,2085.449951,21.08,21.39,27.86,21.17,,,
6/23/2016,2113.320068,2113.320068,18.42,19.53,21.13,17.25,,,
6/24/2016,2037.410034,2037.410034,23.93,23.55,30.71,25.76,,,
6/27/2016,2000.540039,2000.540039,23.68,23.74,25.06,23.85,,,
6/28/2016,2036.089966,2036.089966,20.26,21.23,19.08,18.75,,,
6/29/2016,2070.77002,2070.77002,18.73,20.19,15.86,16.64,,,
6/30/2016,2098.860107,2098.860107,18.09,19.79,14.05,15.63,,,
7/1/2016,2102.949951,2102.949951,17.65,19.55,11.85,14.77,,,
7/5/2016,2088.550049,2088.550049,18.24,19.99,14.19,15.58,,,
7/6/2016,2099.72998,2099.72998,17.74,19.77,13.18,14.96,,,
7/7/2016,2097.899902,2097.899902,17.76,19.6,13.11,14.76,,,
7/8/2016,2129.899902,2129.899902,16.49,18.76,11.43,13.2,,,
7/11/2016,2137.159912,2137.159912,16.49,18.6,12.23,13.54,,,
7/12/2016,2152.139893,2152.139893,16.17,18.27,12.25,13.55,,,
7/13/2016,2152.429932,2152.429932,15.97,18.07,11.11,13.04,,,
7/14/2016,2163.75,2163.75,15.86,18.03,10.93,12.82,,,
7/15/2016,2161.73999,2161.73999,15.99,18.15,10.26,12.67,,,
7/18/2016,2166.889893,2166.889893,15.77,17.99,10.99,12.44,,,
7/19/2016,2163.780029,2163.780029,15.74,17.92,11.02,11.97,,,
7/20/2016,2173.02002,2173.02002,15.44,17.86,10.43,11.77,,,
7/21/2016,2165.169922,2165.169922,16.1,18.45,11.5,12.74,,,
7/22/2016,2175.030029,2175.030029,15.8,18.2,10.22,12.02,,,
7/25/2016,2168.47998,2168.47998,16.27,18.44,11.93,12.87,,,
7/26/2016,2169.179932,2169.179932,16.32,18.43,11.98,13.05,,,
7/27/2016,2166.580078,2166.580078,16.1,18.39,11.61,12.83,,,
7/28/2016,2170.060059,2170.060059,16,18.32,11.79,12.72,,,
7/29/2016,2173.600098,2173.600098,15.42,17.88,10.01,11.87,,,
8/1/2016,2170.840088,2170.840088,15.7,18.08,11.1,12.44,,,
8/2/2016,2157.030029,2157.030029,16.39,18.64,12.35,13.37,,,
8/3/2016,2163.790039,2163.790039,16.08,18.36,11.29,12.86,,,
8/4/2016,2164.25,2164.25,15.71,18.01,10.8,12.42,,,
8/5/2016,2182.870117,2182.870117,15.14,17.59,9.18,11.39,,,
8/8/2016,2180.889893,2180.889893,15.16,17.53,10.1,11.5,,,
8/9/2016,2181.73999,2181.73999,15.11,17.4,10.49,11.66,,,
8/10/2016,2175.48999,2175.48999,15.41,17.58,10.68,12.05,,,
8/11/2016,2185.790039,2185.790039,15.3,17.56,9.74,11.68,,,
8/12/2016,2184.050049,2184.050049,15.26,17.62,9.54,11.55,,,
8/15/2016,2190.149902,2190.149902,15.38,17.73,9.72,11.81,,,
8/16/2016,2178.149902,2178.149902,16.02,18.18,10.87,12.64,,,
8/17/2016,2182.219971,2182.219971,15.52,17.89,10.76,12.19,,,
8/18/2016,2187.02002,2187.02002,15.16,17.7,9.9,11.43,,,
8/19/2016,2183.870117,2183.870117,15.13,17.71,9.4,11.34,,,
8/22/2016,2182.639893,2182.639893,15.5,17.9,10.95,12.27,,,
8/23/2016,2186.899902,2186.899902,15.42,17.93,11.37,12.38,,,
8/24/2016,2175.439941,2175.439941,16,18.27,12.67,13.45,,,
8/25/2016,2172.469971,2172.469971,16.13,18.28,12.77,13.63,,,
8/26/2016,2169.040039,2169.040039,16.24,18.42,12.1,13.65,,,
8/29/2016,2180.379883,2180.379883,15.93,18.18,11.14,12.94,,,
8/30/2016,2176.120117,2176.120117,16.03,18.29,11.21,13.12,,,
8/31/2016,2170.949951,2170.949951,16.14,18.5,11.64,13.42,,,
9/1/2016,2170.860107,2170.860107,16.31,18.56,11.89,13.48,,,
9/2/2016,2179.97998,2179.97998,15.65,18.19,9.1,11.98,,,
9/6/2016,2186.47998,2186.47998,15.56,18.03,9.98,12.02,,,
9/7/2016,2186.159912,2186.159912,15.49,18.01,9.8,11.94,,,
9/8/2016,2181.300049,2181.300049,15.81,18.31,10.99,12.51,,,
9/9/2016,2127.810059,2127.810059,18.83,20.3,18.78,17.5,,,
9/12/2016,2159.040039,2159.040039,17.27,19.12,16.03,15.16,,,
9/13/2016,2127.02002,2127.02002,19.05,20.32,19.55,17.85,,,
9/14/2016,2125.77002,2125.77002,19.35,20.75,19.38,18.14,,,
9/15/2016,2147.26001,2147.26001,18.19,19.93,17,16.3,,,
9/16/2016,2139.159912,2139.159912,17.88,19.58,15.27,15.37,,,
9/19/2016,2139.120117,2139.120117,17.78,19.51,16.31,15.53,,,
9/20/2016,2139.76001,2139.76001,17.99,19.65,17.22,15.92,,,
9/21/2016,2163.120117,2163.120117,16.66,18.72,12.83,13.3,,,
9/22/2016,2177.179932,2177.179932,15.94,18.2,10.79,12.02,,,
9/23/2016,2164.689941,2164.689941,16.05,18.27,11.39,12.29,,,
9/26/2016,2146.100098,2146.100098,17.28,18.99,15.67,14.5,,,
9/27/2016,2159.929932,2159.929932,16.45,18.38,12.8,13.1,,,
9/28/2016,2171.370117,2171.370117,16.01,18.13,11.72,12.39,,,
9/29/2016,2151.129883,2151.129883,16.87,18.87,14.71,14.02,,,
9/30/2016,2168.27002,2168.27002,16.37,18.44,12.37,13.29,,,
10/3/2016,2161.199951,2161.199951,16.4,18.3,13,13.57,,,
10/4/2016,2150.48999,2150.48999,16.47,18.33,12.95,13.63,,,
10/5/2016,2159.72998,2159.72998,16.22,18.16,12.03,12.99,,,
10/6/2016,2160.77002,2160.77002,16.07,18.06,11.47,12.84,,,
