Date,spx_Close,spx_Adj Close,vix_3m_Close,vix_6m_Close,vix_9d_Close,vix_cur_Close
2014-01-30,1794.189941,1794.189941,17.37,18.03,17.95,17.29
2014-01-31,1782.589966,1782.589966,18.09,18.63,19.32,18.41
2014-02-03,1741.890015,1741.890015,20.14,20.14,23.95,21.44
2014-02-04,1755.199951,1755.199951,19.08,19.53,20.37,19.11
2014-02-05,1751.640015,1751.640015,19.67,20.04,21.3,19.95
2014-02-06,1773.430054,1773.430054,17.79,18.69,18.67,17.23
2014-02-07,1797.02002,1797.02002,16.34,17.55,14.51,15.29
2014-02-10,1799.839966,1799.839966,16.32,17.44,14.22,15.26
2014-02-11,1819.75,1819.75,15.75,17.02,13.04,14.51
2014-02-12,1819.26001,1819.26001,15.65,16.95,12.67,14.3
2014-02-13,1829.829956,1829.829956,15.5,16.85,12.06,14.14
2014-02-14,1838.630005,1838.630005,15.17,16.55,10.84,13.57
2014-02-18,1840.76001,1840.76001,15.22,16.54,12.18,13.87
2014-02-19,1828.75,1828.75,16.29,17.24,13.9,15.5
2014-02-20,1839.780029,1839.780029,15.72,16.84,13.25,14.79
2014-02-21,1836.25,1836.25,15.64,16.73,13.04,14.68
2014-02-24,1847.609985,1847.609985,15.5,16.59,13.55,14.23
2014-02-25,1845.119995,1845.119995,15.5,16.64,12.86,13.67
2014-02-26,1845.160034,1845.160034,15.91,16.97,13.27,14.35
2014-02-27,1854.290039,1854.290039,15.63,16.72,12.42,14.04
2014-02-28,1859.449951,1859.449951,15.8,16.86,13.03,14.0
2014-03-03,1845.72998,1845.72998,16.92,17.63,16.21,16.0
2014-03-04,1873.910034,1873.910034,15.69,16.82,13.22,14.1
2014-03-05,1873.810059,1873.810059,15.77,16.93,12.49,13.89
2014-03-06,1877.030029,1877.030029,15.83,16.99,13.08,14.21
2014-03-07,1878.040039,1878.040039,15.87,17.08,12.74,14.11
2014-03-10,1877.170044,1877.170044,15.97,17.05,13.14,14.2
2014-03-11,1867.630005,1867.630005,16.35,17.35,14.13,14.8
2014-03-12,1868.199951,1868.199951,16.08,17.19,13.85,14.47
2014-03-13,1846.339966,1846.339966,17.13,18.06,17.21,16.22
2014-03-14,1841.130005,1841.130005,17.93,18.6,20.64,17.82
2014-03-17,1858.829956,1858.829956,16.69,17.64,15.87,15.64
2014-03-18,1872.25,1872.25,16.15,17.28,14.23,14.52
2014-03-19,1860.77002,1860.77002,16.38,17.55,15.0,15.12
2014-03-20,1872.01001,1872.01001,15.86,17.0,14.22,14.52
2014-03-21,1866.52002,1866.52002,16.18,17.28,14.7,15.0
2014-03-24,1857.439941,1857.439941,16.1,17.27,15.3,15.09
2014-03-25,1865.619995,1865.619995,15.53,16.93,13.87,14.02
2014-03-26,1852.560059,1852.560059,16.08,17.35,15.56,14.93
2014-03-27,1849.040039,1849.040039,15.87,17.22,15.17,14.62
2014-03-28,1857.619995,1857.619995,15.46,16.89,14.41,14.41
2014-03-31,1872.339966,1872.339966,15.08,16.57,13.75,13.88
2014-04-01,1885.52002,1885.52002,14.4,16.07,12.29,13.1
2014-04-02,1890.900024,1890.900024,14.45,16.11,12.13,13.09
2014-04-03,1888.77002,1888.77002,14.5,16.13,12.53,13.37
2014-04-04,1865.089966,1865.089966,14.96,16.5,13.18,13.96
2014-04-07,1845.040039,1845.040039,15.9,17.18,16.08,15.57
2014-04-08,1851.959961,1851.959961,15.53,16.9,14.51,14.89
2014-04-09,1872.180054,1872.180054,14.83,16.36,12.69,13.82
2014-04-10,1833.079956,1833.079956,16.07,17.27,16.5,15.89
2014-04-11,1815.689941,1815.689941,16.79,17.69,17.64,17.03
2014-04-14,1830.609985,1830.609985,16.34,17.47,16.0,16.11
2014-04-15,1842.97998,1842.97998,15.99,17.22,15.03,15.61
2014-04-16,1862.310059,1862.310059,15.23,16.83,13.52,14.18
2014-04-17,1864.849976,1864.849976,14.84,16.62,11.68,13.36
2014-04-21,1871.890015,1871.890015,14.75,16.44,12.99,13.25
2014-04-22,1879.550049,1879.550049,14.61,16.29,12.51,13.19
2014-04-23,1875.390015,1875.390015,14.83,16.36,12.67,13.27
2014-04-24,1878.609985,1878.609985,14.77,16.32,13.27,13.32
2014-04-25,1863.400024,1863.400024,15.18,16.64,13.94,14.06
2014-04-28,1869.430054,1869.430054,14.93,16.45,14.08,13.97
2014-04-29,1878.329956,1878.329956,14.83,16.31,13.63,13.71
2014-04-30,1883.949951,1883.949951,14.7,16.17,12.73,13.41
2014-05-01,1883.680054,1883.680054,14.67,16.2,12.58,13.25
2014-05-02,1881.140015,1881.140015,14.68,16.38,11.23,12.91
2014-05-05,1884.660034,1884.660034,14.75,16.41,12.25,13.29
2014-05-06,1867.719971,1867.719971,15.12,16.62,13.19,13.8
2014-05-07,1878.209961,1878.209961,14.62,16.25,12.82,13.4
2014-05-08,1875.630005,1875.630005,14.58,16.16,12.51,13.43
2014-05-09,1878.47998,1878.47998,14.38,15.99,11.17,12.92
2014-05-12,1896.650024,1896.650024,13.88,15.64,11.2,12.23
2014-05-13,1897.449951,1897.449951,14.04,15.72,10.75,12.13
2014-05-14,1888.530029,1888.530029,14.18,15.93,11.16,12.17
2014-05-15,1870.849976,1870.849976,14.86,16.35,13.35,13.17
2014-05-16,1877.859985,1877.859985,14.33,15.93,11.0,12.44
2014-05-19,1885.079956,1885.079956,14.11,15.75,11.01,12.42
2014-05-20,1872.829956,1872.829956,14.41,15.83,12.21,12.96
2014-05-21,1888.030029,1888.030029,13.87,15.49,10.47,11.91
2014-05-22,1892.48999,1892.48999,13.83,15.54,10.27,12.03
2014-05-23,1900.530029,1900.530029,13.62,15.48,9.49,11.36
2014-05-27,1911.910034,1911.910034,13.64,15.44,10.65,11.51
2014-05-28,1909.780029,1909.780029,13.77,15.61,10.58,11.68
2014-05-29,1920.030029,1920.030029,13.71,15.65,10.31,11.57
2014-05-30,1923.569946,1923.569946,13.75,15.73,9.73,11.4
2014-06-02,1924.969971,1924.969971,13.88,15.79,10.47,11.58
2014-06-03,1924.23999,1924.23999,13.82,15.67,11.01,11.87
2014-06-04,1927.880005,1927.880005,13.77,15.59,11.59,12.08
2014-06-05,1940.459961,1940.459961,13.58,15.32,10.88,11.68
2014-06-06,1949.439941,1949.439941,12.83,14.76,9.25,10.73
2014-06-09,1951.27002,1951.27002,13.02,14.87,9.77,11.15
2014-06-10,1950.790039,1950.790039,13.01,14.97,9.52,10.99
2014-06-11,1943.890015,1943.890015,13.29,15.23,10.45,11.6
2014-06-12,1930.109985,1930.109985,14.11,15.75,11.99,12.56
2014-06-13,1936.160034,1936.160034,13.79,15.61,11.48,12.18
2014-06-16,1937.780029,1937.780029,13.97,15.74,12.54,12.65
2014-06-17,1941.98999,1941.98999,13.66,15.54,12.68,12.06
2014-06-18,1956.97998,1956.97998,12.62,14.83,10.55,10.61
2014-06-19,1959.47998,1959.47998,12.7,14.7,10.07,10.62
2014-06-20,1962.869995,1962.869995,12.87,14.82,10.33,10.85
2014-06-23,1962.609985,1962.609985,12.92,14.9,10.27,10.98
2014-06-24,1949.97998,1949.97998,13.38,15.19,12.01,12.13
2014-06-25,1959.530029,1959.530029,13.11,14.92,11.11,11.59
2014-06-26,1957.219971,1957.219971,13.07,14.9,11.26,11.63
2014-06-27,1960.959961,1960.959961,12.82,14.78,10.65,11.26
2014-06-30,1960.22998,1960.22998,13.01,14.74,11.17,11.57
2014-07-01,1973.319946,1973.319946,12.74,14.51,10.05,11.15
2014-07-02,1974.619995,1974.619995,12.49,14.25,9.42,10.82
2014-07-03,1985.439941,1985.439941,12.24,14.04,8.54,10.32
2014-07-07,1977.650024,1977.650024,12.87,14.5,10.47,11.33
2014-07-08,1963.709961,1963.709961,13.21,14.8,11.64,11.98
2014-07-09,1972.829956,1972.829956,12.99,14.63,10.48,11.65
2014-07-10,1964.680054,1964.680054,13.65,15.14,12.08,12.59
2014-07-11,1967.569946,1967.569946,13.28,14.83,11.15,12.08
2014-07-14,1977.099976,1977.099976,12.93,14.51,10.62,11.82
2014-07-15,1973.280029,1973.280029,13.16,14.67,11.08,11.96
2014-07-16,1981.569946,1981.569946,12.63,14.37,10.26,11.0
2014-07-17,1958.119995,1958.119995,14.97,15.53,16.23,14.54
2014-07-18,1978.219971,1978.219971,13.36,14.72,12.05,12.06
2014-07-21,1973.630005,1973.630005,13.8,15.0,12.95,12.81
2014-07-22,1983.530029,1983.530029,13.5,14.78,11.54,12.24
2014-07-23,1987.01001,1987.01001,13.38,14.82,10.83,11.52
2014-07-24,1987.97998,1987.97998,13.45,14.97,10.88,11.84
2014-07-25,1978.339966,1978.339966,14.0,15.38,11.84,12.69
2014-07-28,1978.910034,1978.910034,13.92,15.34,12.02,12.56
2014-07-29,1969.949951,1969.949951,14.22,15.64,13.47,13.28
2014-07-30,1970.069946,1970.069946,14.26,15.57,13.29,13.33
2014-07-31,1930.670044,1930.670044,16.38,17.1,19.59,16.95
2014-08-01,1925.150024,1925.150024,16.78,17.5,19.01,17.03
2014-08-04,1938.98999,1938.98999,15.81,16.88,14.87,15.12
2014-08-05,1920.209961,1920.209961,17.14,18.01,17.18,16.87
2014-08-06,1920.23999,1920.23999,16.93,17.92,16.25,16.37
2014-08-07,1909.569946,1909.569946,17.22,18.13,16.76,16.66
2014-08-08,1931.589966,1931.589966,16.69,17.66,15.39,15.77
2014-08-11,1936.920044,1936.920044,15.76,17.12,14.84,14.23
2014-08-12,1933.75,1933.75,15.7,17.15,14.49,14.13
2014-08-13,1946.719971,1946.719971,14.85,16.53,12.63,12.9
2014-08-14,1955.180054,1955.180054,14.43,16.11,12.29,12.42
2014-08-15,1955.060059,1955.060059,14.42,16.22,14.34,13.15
2014-08-18,1971.73999,1971.73999,13.91,15.64,12.07,12.32
2014-08-19,1981.599976,1981.599976,13.79,15.61,11.0,12.21
2014-08-20,1986.51001,1986.51001,13.76,15.59,10.8,11.78
2014-08-21,1992.369995,1992.369995,13.53,15.5,10.94,11.76
2014-08-22,1988.400024,1988.400024,13.51,15.49,10.08,11.47
2014-08-25,1997.920044,1997.920044,13.57,15.33,10.42,11.7
2014-08-26,2000.02002,2000.02002,13.71,15.61,10.14,11.63
2014-08-27,2000.119995,2000.119995,13.92,15.68,9.89,11.78
2014-08-28,1996.73999,1996.73999,14.13,15.91,10.34,12.05
2014-08-29,2003.369995,2003.369995,14.27,15.99,10.0,11.98
2014-09-02,2002.280029,2002.280029,14.46,16.12,10.32,12.25
2014-09-03,2000.719971,2000.719971,14.39,16.08,10.83,12.36
2014-09-04,1997.650024,1997.650024,14.54,16.16,11.8,12.64
2014-09-05,2007.709961,2007.709961,14.08,15.88,10.27,12.09
2014-09-08,2001.540039,2001.540039,14.39,16.18,12.05,12.66
2014-09-09,1988.439941,1988.439941,14.84,16.35,13.33,13.5
2014-09-10,1995.689941,1995.689941,14.63,16.28,12.74,12.88
2014-09-11,1997.449951,1997.449951,14.68,16.26,12.07,12.8
2014-09-12,1985.540039,1985.540039,15.04,16.52,13.28,13.31
2014-09-15,1984.130005,1984.130005,15.58,16.88,15.27,14.12
2014-09-16,1998.97998,1998.97998,14.85,16.35,13.21,12.73
2014-09-17,2001.569946,2001.569946,14.62,16.18,11.81,12.65
2014-09-18,2011.359985,2011.359985,14.23,15.98,11.05,12.03
2014-09-19,2010.400024,2010.400024,14.38,16.08,10.41,12.11
2014-09-22,1994.290039,1994.290039,15.26,16.88,13.46,13.69
2014-09-23,1982.77002,1982.77002,16.07,17.31,15.6,14.93
2014-09-24,1998.300049,1998.300049,15.22,16.74,12.89,13.27
2014-09-25,1965.98999,1965.98999,16.59,17.7,15.94,15.64
2014-09-26,1982.849976,1982.849976,16.02,17.45,15.04,14.85
2014-09-29,1977.800049,1977.800049,16.82,18.01,16.11,15.98
2014-09-30,1972.290039,1972.290039,17.08,18.3,16.76,16.31
2014-10-01,1946.160034,1946.160034,17.62,18.72,16.72,16.71
2014-10-02,1946.170044,1946.170044,17.24,18.44,15.93,16.16
2014-10-03,1967.900024,1967.900024,16.04,17.64,13.86,14.55
2014-10-06,1964.819946,1964.819946,16.55,17.9,15.31,15.46
2014-10-07,1935.099976,1935.099976,17.68,18.73,16.9,17.2
2014-10-08,1968.890015,1968.890015,16.28,17.74,14.59,15.11
2014-10-09,1928.209961,1928.209961,18.09,19.11,21.62,18.76
2014-10-10,1906.130005,1906.130005,19.93,20.56,21.95,21.24
2014-10-13,1874.73999,1874.73999,22.12,22.32,27.22,24.64
2014-10-14,1877.699951,1877.699951,21.37,21.66,24.61,22.79
2014-10-15,1862.48999,1862.48999,23.82,23.53,31.12,26.25
2014-10-16,1862.76001,1862.76001,22.85,22.96,30.48,25.2
2014-10-17,1886.76001,1886.76001,21.25,21.62,23.81,21.99
2014-10-20,1904.01001,1904.01001,19.67,20.6,19.45,18.57
2014-10-21,1941.280029,1941.280029,17.87,19.28,16.38,16.08
2014-10-22,1927.109985,1927.109985,19.06,20.13,18.36,17.87
2014-10-23,1950.819946,1950.819946,18.22,19.45,16.12,16.53
2014-10-24,1964.579956,1964.579956,17.92,19.19,14.76,16.11
2014-10-27,1961.630005,1961.630005,17.86,19.17,16.09,16.04
2014-10-28,1985.050049,1985.050049,16.46,18.23,14.39,14.39
2014-10-29,1982.300049,1982.300049,16.89,18.63,14.9,15.15
2014-10-30,1994.650024,1994.650024,16.74,18.43,14.0,14.52
2014-10-31,2018.050049,2018.050049,16.51,18.16,13.8,14.03
2014-11-03,2017.810059,2017.810059,16.81,18.33,14.77,14.73
2014-11-04,2012.099976,2012.099976,16.93,18.6,14.81,14.89
2014-11-05,2023.569946,2023.569946,16.57,18.35,13.35,14.17
2014-11-06,2031.209961,2031.209961,16.26,18.12,12.65,13.67
2014-11-07,2031.920044,2031.920044,15.83,17.79,11.13,13.12
2014-11-10,2038.26001,2038.26001,15.04,17.36,11.32,12.67
2014-11-11,2039.680054,2039.680054,15.36,17.27,11.54,12.92
2014-11-12,2038.25,2038.25,15.74,17.49,11.39,13.02
2014-11-13,2039.329956,2039.329956,15.89,17.77,11.97,13.79
2014-11-14,2039.819946,2039.819946,15.96,17.73,11.35,13.31
2014-11-17,2041.319946,2041.319946,15.93,17.8,11.42,13.99
2014-11-18,2051.800049,2051.800049,15.7,17.64,11.49,13.86
2014-11-19,2048.719971,2048.719971,15.97,17.91,11.42,13.96
2014-11-20,2052.75,2052.75,16.01,17.91,10.91,13.58
2014-11-21,2063.5,2063.5,15.79,17.75,10.45,12.9
2014-11-24,2069.409912,2069.409912,15.55,17.61,11.15,12.62
2014-11-25,2067.030029,2067.030029,15.41,17.64,10.81,12.25
2014-11-26,2072.830078,2072.830078,15.32,17.58,11.12,12.07
2014-11-28,2067.560059,2067.560059,15.93,17.94,12.98,13.33
2014-12-01,2053.439941,2053.439941,16.74,18.36,14.63,14.29
2014-12-02,2066.550049,2066.550049,15.96,17.86,12.57,12.85
2014-12-03,2074.330078,2074.330078,15.55,17.57,12.16,12.47
2014-12-04,2071.919922,2071.919922,15.64,17.56,11.88,12.38
2014-12-05,2075.3701170000004,2075.3701170000004,15.55,17.52,10.7,11.82
2014-12-08,2060.310059,2060.310059,16.78,18.53,15.47,14.21
2014-12-09,2059.820068,2059.820068,16.89,18.47,15.27,14.89
2014-12-10,2026.140015,2026.140015,19.14,20.12,21.71,18.53
2014-12-11,2035.329956,2035.329956,20.72,21.49,22.08,20.08
2014-12-12,2002.329956,2002.329956,21.0,21.64,23.82,21.08
2014-12-15,1989.630005,1989.630005,21.06,22.0,21.16,20.42
2014-12-16,1972.73999,1972.73999,23.09,23.41,24.25,23.57
2014-12-17,2012.890015,2012.890015,20.43,21.2,18.04,19.44
2014-12-18,2061.22998,2061.22998,18.48,19.91,14.46,16.81
2014-12-19,2070.649902,2070.649902,18.47,19.66,13.77,16.49
2014-12-22,2078.540039,2078.540039,17.59,19.09,12.7,15.25
2014-12-23,2082.169922,2082.169922,17.94,19.19,11.1,14.8
2014-12-24,2081.879883,2081.879883,17.26,19.18,10.35,14.37
2014-12-26,2088.77002,2088.77002,17.16,18.96,12.09,14.5
2014-12-29,2090.570068,2090.570068,17.27,18.79,12.79,15.06
2014-12-30,2080.350098,2080.350098,18.02,19.34,13.86,15.92
2014-12-31,2058.899902,2058.899902,19.74,20.42,18.95,19.2
2015-01-02,2058.199951,2058.199951,19.46,20.24,16.47,17.79
2015-01-05,2020.579956,2020.579956,20.79,21.4,19.45,19.92
2015-01-06,2002.609985,2002.609985,21.42,21.73,20.53,21.12
2015-01-07,2025.900024,2025.900024,20.08,20.92,17.59,19.31
2015-01-08,2062.139893,2062.139893,18.66,19.56,15.04,17.01
2015-01-09,2044.810059,2044.810059,19.32,20.16,15.2,17.55
2015-01-12,2028.26001,2028.26001,20.48,20.92,18.2,19.6
2015-01-13,2023.030029,2023.030029,21.27,21.32,19.63,20.56
2015-01-14,2011.27002,2011.27002,20.93,21.48,21.23,21.48
2015-01-15,1992.670044,1992.670044,22.11,22.03,23.73,22.39
2015-01-16,2019.420044,2019.420044,21.15,21.59,21.48,20.95
2015-01-20,2022.550049,2022.550049,20.87,21.09,21.94,19.89
2015-01-21,2032.119995,2032.119995,20.04,20.72,20.36,18.85
2015-01-22,2063.149902,2063.149902,18.6,19.54,15.58,16.4
2015-01-23,2051.820068,2051.820068,19.0,19.82,16.08,16.66
2015-01-26,2057.090088,2057.090088,18.03,19.36,14.89,15.52
2015-01-27,2029.550049,2029.550049,19.11,20.07,17.56,17.22
2015-01-28,2002.160034,2002.160034,21.44,21.82,21.78,20.44
2015-01-29,2021.25,2021.25,20.0,20.66,18.78,18.76
2015-01-30,1994.98999,1994.98999,21.82,21.87,21.17,20.97
2015-02-02,2020.849976,2020.849976,20.91,21.21,19.39,19.43
2015-02-03,2050.030029,2050.030029,19.49,20.37,16.54,17.33
2015-02-04,2041.51001,2041.51001,20.43,20.95,17.48,18.33
2015-02-05,2062.52002,2062.52002,19.27,20.31,15.31,16.85
2015-02-06,2055.469971,2055.469971,19.88,20.87,14.93,17.29
2015-02-09,2046.73999,2046.73999,20.67,21.45,16.88,18.55
2015-02-10,2068.590088,2068.590088,19.73,20.71,15.2,17.23
2015-02-11,2068.530029,2068.530029,19.71,20.65,14.28,16.96
2015-02-12,2088.47998,2088.47998,18.34,19.79,12.36,15.34
2015-02-13,2096.98999,2096.98999,18.13,19.43,11.76,14.69
2015-02-17,2100.340088,2100.340088,18.38,19.62,13.55,15.8
2015-02-18,2099.679932,2099.679932,18.66,19.67,12.4,15.45
2015-02-19,2097.449951,2097.449951,18.01,19.62,12.34,15.29
2015-02-20,2110.300049,2110.300049,17.29,19.11,11.74,14.3
2015-02-23,2109.659912,2109.659912,17.54,19.04,12.16,14.56
2015-02-24,2115.47998,2115.47998,16.71,18.39,10.94,13.69
2015-02-25,2113.860107,2113.860107,16.87,18.42,11.64,13.84
2015-02-26,2110.73999,2110.73999,16.85,18.47,11.38,13.91
2015-02-27,2104.5,2104.5,16.89,18.41,10.6,13.34
2015-03-02,2117.389893,2117.389893,16.46,18.0,10.85,13.04
2015-03-03,2107.780029,2107.780029,16.78,18.28,11.81,13.86
2015-03-04,2098.530029,2098.530029,16.91,18.39,12.28,14.23
2015-03-05,2101.040039,2101.040039,16.64,18.13,12.16,14.04
2015-03-06,2071.26001,2071.26001,17.51,18.7,14.31,15.2
2015-03-09,2079.429932,2079.429932,17.31,18.57,14.2,15.06
2015-03-10,2044.160034,2044.160034,18.26,19.43,16.72,16.69
2015-03-11,2040.23999,2040.23999,18.53,19.67,16.78,16.87
2015-03-12,2065.949951,2065.949951,17.39,18.71,15.04,15.42
2015-03-13,2053.399902,2053.399902,17.89,19.16,15.25,16.0
2015-03-16,2081.189941,2081.189941,17.4,18.66,16.15,15.61
2015-03-17,2074.280029,2074.280029,17.48,18.8,16.72,15.66
2015-03-18,2099.5,2099.5,16.43,17.95,13.85,13.97
2015-03-19,2089.27002,2089.27002,16.97,18.4,12.89,14.07
2015-03-20,2108.100098,2108.100098,16.71,18.16,10.73,13.02
2015-03-23,2104.419922,2104.419922,16.53,18.18,12.03,13.41
2015-03-24,2091.5,2091.5,16.59,18.29,12.24,13.62
2015-03-25,2061.050049,2061.050049,17.57,19.09,15.28,15.44
2015-03-26,2056.149902,2056.149902,17.57,18.99,15.92,15.8
2015-03-27,2061.02002,2061.02002,17.39,18.77,14.69,15.07
2015-03-30,2086.23999,2086.23999,16.92,18.45,14.31,14.51
2015-03-31,2067.889893,2067.889893,17.54,19.12,15.5,15.29
2015-04-01,2059.689941,2059.689941,17.34,19.1,14.29,15.11
2015-04-02,2066.959961,2066.959961,17.22,18.86,13.91,14.67
2015-04-06,2080.6201170000004,2080.6201170000004,16.82,18.58,14.16,14.74
2015-04-07,2076.330078,2076.330078,16.8,18.65,13.9,14.78
2015-04-08,2081.899902,2081.899902,16.4,18.34,12.8,13.98
2015-04-09,2091.179932,2091.179932,16.02,17.82,11.41,13.09
2015-04-10,2102.060059,2102.060059,15.46,17.47,9.91,12.58
2015-04-13,2092.429932,2092.429932,16.32,18.07,12.49,13.94
2015-04-14,2095.840088,2095.840088,15.85,17.93,11.72,13.67
2015-04-15,2106.629883,2106.629883,15.69,17.53,10.59,12.84
2015-04-16,2104.98999,2104.98999,15.33,17.47,10.74,12.6
2015-04-17,2081.179932,2081.179932,16.14,18.06,12.91,13.89
2015-04-20,2100.399902,2100.399902,15.58,17.73,12.62,13.3
2015-04-21,2097.290039,2097.290039,15.52,17.73,12.58,13.25
2015-04-22,2107.959961,2107.959961,15.46,17.48,11.83,12.71
2015-04-23,2112.929932,2112.929932,15.17,17.46,11.84,12.48
2015-04-24,2117.689941,2117.689941,15.26,17.43,10.86,12.29
2015-04-27,2108.919922,2108.919922,15.93,17.83,12.72,13.12
2015-04-28,2114.76001,2114.76001,15.31,17.4,11.87,12.41
2015-04-29,2106.850098,2106.850098,15.97,17.78,13.26,13.39
2015-04-30,2085.51001,2085.51001,16.48,18.3,15.06,14.55
2015-05-01,2108.290039,2108.290039,15.38,17.52,11.77,12.7
2015-05-04,2114.48999,2114.48999,15.43,17.55,12.01,12.85
2015-05-05,2089.459961,2089.459961,16.32,18.15,14.64,14.31
2015-05-06,2080.149902,2080.149902,16.72,18.48,16.05,15.15
2015-05-07,2088.0,2088.0,16.74,18.37,15.59,15.13
2015-05-08,2116.100098,2116.100098,15.56,17.58,11.32,12.86
2015-05-11,2105.330078,2105.330078,16.1,17.98,13.41,13.85
2015-05-12,2099.1201170000004,2099.1201170000004,16.4,18.01,13.82,13.86
2015-05-13,2098.47998,2098.47998,16.29,17.89,13.49,13.76
2015-05-14,2121.100098,2121.100098,15.91,17.58,11.59,12.74
2015-05-15,2122.72998,2122.72998,15.57,17.41,10.77,12.38
2015-05-18,2129.199951,2129.199951,15.23,17.21,11.01,12.73
2015-05-19,2127.830078,2127.830078,15.28,17.05,11.15,12.85
2015-05-20,2125.850098,2125.850098,15.15,16.99,10.48,12.88
2015-05-21,2130.820068,2130.820068,14.61,16.65,9.95,12.11
2015-05-22,2126.060059,2126.060059,14.48,16.72,9.6,12.13
2015-05-26,2104.199951,2104.199951,15.48,17.35,13.32,14.06
2015-05-27,2123.47998,2123.47998,14.99,16.92,11.93,13.27
2015-05-28,2120.790039,2120.790039,15.01,17.03,12.23,13.31
2015-05-29,2107.389893,2107.389893,15.38,17.33,13.67,13.84
2015-06-01,2111.72998,2111.72998,15.41,17.31,13.85,13.97
2015-06-02,2109.600098,2109.600098,15.71,17.49,13.99,14.24
2015-06-03,2114.070068,2114.070068,15.36,17.27,12.7,13.66
2015-06-04,2095.840088,2095.840088,16.28,17.85,15.02,14.71
2015-06-05,2092.830078,2092.830078,15.96,17.75,13.7,14.21
2015-06-08,2079.280029,2079.280029,16.6,18.16,15.89,15.29
2015-06-09,2080.149902,2080.149902,16.25,17.96,15.05,14.47
2015-06-10,2105.199951,2105.199951,15.33,17.04,13.32,13.22
2015-06-11,2108.860107,2108.860107,15.1,16.82,12.38,12.85
2015-06-12,2094.110107,2094.110107,15.61,17.15,14.16,13.78
2015-06-15,2084.429932,2084.429932,16.62,18.02,16.68,15.39
2015-06-16,2096.290039,2096.290039,16.2,17.79,16.29,14.81
2015-06-17,2100.439941,2100.439941,16.22,17.72,15.22,14.5
2015-06-18,2121.23999,2121.23999,15.44,17.19,13.11,13.19
2015-06-19,2109.98999,2109.98999,15.91,17.61,14.32,13.96
2015-06-22,2122.850098,2122.850098,14.99,16.89,13.15,12.74
2015-06-23,2124.199951,2124.199951,14.54,16.51,12.17,12.11
2015-06-24,2108.580078,2108.580078,15.18,16.91,14.81,13.26
2015-06-25,2102.310059,2102.310059,15.52,16.97,15.13,14.01
2015-06-26,2101.48999,2101.48999,15.46,16.86,15.49,14.02
2015-06-29,2057.639893,2057.639893,18.72,19.08,22.56,18.85
2015-06-30,2063.110107,2063.110107,18.47,18.95,20.93,18.23
2015-07-01,2077.419922,2077.419922,16.79,17.75,17.23,16.09
2015-07-02,2076.780029,2076.780029,17.68,18.34,17.97,16.79
2015-07-06,2068.76001,2068.76001,18.04,18.51,16.65,17.01
2015-07-07,2081.340088,2081.340088,17.02,17.84,15.91,16.09
2015-07-08,2046.680054,2046.680054,19.25,19.39,20.96,19.66
2015-07-09,2051.310059,2051.310059,19.78,19.75,22.06,19.97
2015-07-10,2076.6201170000004,2076.6201170000004,17.73,18.62,17.24,16.83
2015-07-13,2099.600098,2099.600098,15.94,17.01,13.32,13.9
2015-07-14,2108.949951,2108.949951,15.46,16.83,12.18,13.37
2015-07-15,2107.399902,2107.399902,15.6,16.84,12.4,13.23
2015-07-16,2124.290039,2124.290039,14.73,16.38,10.35,12.11
2015-07-17,2126.639893,2126.639893,14.61,16.13,9.72,11.95
2015-07-20,2128.280029,2128.280029,14.85,16.25,11.1,12.25
2015-07-21,2119.209961,2119.209961,14.75,16.4,11.32,12.22
2015-07-22,2114.149902,2114.149902,14.81,16.36,11.2,12.12
2015-07-23,2102.149902,2102.149902,14.92,16.59,11.91,12.64
2015-07-24,2079.649902,2079.649902,15.65,17.12,13.05,13.74
2015-07-27,2067.639893,2067.639893,16.78,17.78,16.61,15.6
2015-07-28,2093.25,2093.25,15.43,16.8,13.62,13.44
2015-07-29,2108.570068,2108.570068,14.92,16.52,12.18,12.5
2015-07-30,2108.629883,2108.629883,14.71,16.37,11.06,12.13
2015-07-31,2103.840088,2103.840088,14.9,16.45,10.67,12.12
2015-08-03,2098.040039,2098.040039,14.84,16.37,12.12,12.56
2015-08-04,2093.320068,2093.320068,15.13,16.61,12.42,13.0
2015-08-05,2099.840088,2099.840088,14.88,16.46,11.51,12.51
2015-08-06,2083.560059,2083.560059,15.55,16.9,13.66,13.77
2015-08-07,2077.570068,2077.570068,15.42,16.79,13.04,13.39
2015-08-10,2104.179932,2104.179932,14.99,16.49,11.44,12.23
2015-08-11,2084.070068,2084.070068,15.94,17.15,14.13,13.71
2015-08-12,2086.050049,2086.050049,15.87,17.14,14.27,13.61
2015-08-13,2083.389893,2083.389893,15.75,17.09,13.63,13.49
2015-08-14,2091.540039,2091.540039,15.51,16.96,11.77,12.83
2015-08-17,2102.439941,2102.439941,15.21,16.71,11.29,13.02
2015-08-18,2096.919922,2096.919922,15.61,17.03,12.14,13.79
2015-08-19,2079.610107,2079.610107,16.5,17.56,14.34,15.25
2015-08-20,2035.72998,2035.72998,18.83,19.1,20.88,19.14
2015-08-21,1970.890015,1970.890015,23.47,22.33,38.96,28.03
2015-08-24,1893.209961,1893.209961,31.14,27.36,54.61,40.74
2015-08-25,1867.609985,1867.609985,29.58,26.89,44.92,36.02
2015-08-26,1940.51001,1940.51001,25.65,24.37,37.88,30.32
2015-08-27,1987.660034,1987.660034,24.86,23.38,28.89,26.1
